aboard,cn_in,date,fatalities,flight,ground,location,operator,registration,route,summary,time,type
9.0,2167,1009353600,8.0,,0.0,"Bremerhaven, Germany",BAL Bremerhaven Airline,D-IAAI,Bremerhaven - Wangerooge,"The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries.",10:20,Britten Norman BN-2B Trislander
5.0,31-7952127,1009872000,5.0,-,0.0,"Hollywood, Florida",Air Taxi - Air Taxi Inc.,N3525Y,,"The pilot declared an emergency and ditched into AtlantiOcean, 300 yards off Dania Beach in 15 feet of water. The pilot's inadequate planning for a Title 14 CFR Part 135 on-demand air taxi flight, and his failure to refuel the airplane, which resulted in fuel exhaustion while en route over the AtlantiOcean, a power off glide, and ditching in the ocean.",18:02,Piper PA-31-250
5.0,5414,1010131200,5.0,,0.0,"Birmingham, England",Agco Corp,N90AG,"Birmingham, England - Bangor, MA","After taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. Failure of the crew to de-ice the wings before takeoff. Possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors.",12:07,Canadair CL-604
7.0,4702,1010563200,7.0,,0.0,"Shamsi AFB, Pakistan",Military - U.S. Air Force,160021,Jacobabad - Shamsi,While on approach the aircraft struck a hill a few hundred feet short of runway in poor weather.,,Lockheed Hercules KC-130R
3.0,120-024,1010995200,3.0,1278,0.0,"Bilbao, Spain",Ibertrans Aérea,EC-GTJ,Madrid - Bilbao,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility.",07:28,Embraer EMB-120 Brasilia
17.0,752,1011081600,5.0,,0.0,"Chilpancingo, Mexico",Procuraduría General de la República,XC-FIT,Mexico City - Chilpancingo,"During a landing attempt at Chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. The government plane belonged to the General Office of the judge advocate.",08:45,de Havilland DHC-6 Twin Otter 300
62.0,24403/1706,1011168000,1.0,421,0.0,"Near Solo, Indonesia",Garuda Indonesia Airlines,PK-GWA,Ampenan - Yogyakarta - Jakarta,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. A flight attendant drowned in the shallow water when she jumped from the plane.",16:29,Boeing B-737-3Q8
26.0,511,1011254400,26.0,,0.0,"Near La Bonita, Ecuador",Petroproducción,HC-AYM,Quito - Lago Agrio,"The plane crashed into del cerro El Tigre mountain in the jungles of the Amazon at an elevation of 14,700 ft.  The 35 minute flight was transporting oil workers to a remote oil field.",11:00,Fairchild FH-227E
6.0,20700204,1011427200,6.0,-,0.0,"Near Milford Sound, New Zealand",Air Fiordland,ZK-SEV,Te Anau  - Milford Sound,"The sightseeing plane hit a mountainside at  an elevation of 4,500 ft.,  200 ft. below the summit. The weather was clear at the time of the accident.",c: 9:40,Cessna 207 Skywagon
40.0,A12244,1012118400,5.0,-,0.0,"Near Luena, Angola",Military - Angolan  Air Force,T-304,,Crashed 2km short of the runway  from the Luena Airport while attempting to land in heavy rain.,,Antonov AN-12
92.0,19692/498,1012204800,92.0,120,0.0,"Near Ipiales, Colombia",TAME,HC-BLF,Quito -  Tulcán - Cali,"The airliner crashed into the fogbound 15,721 ft. Nevado de Cumbal volcano, in the Andes mountains, near the Ecuador / Colombian border. Air trafficontrol lost contact with the plane as it circled into Colombian territory to maneuver around snow capped mountain peaks and return to the Ecuadorian border city of Tulcán.",11:00,Boeing B-727-134
2.0,35-543,1012636800,2.0,,0.0,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,84-0097,Training,While practicing touch-and-goes the aircraft made  a sharp turn to the left which continued until the aircraft turned over and crashed.,17:15,Learjet C-21A
117.0,91A-871,1013500800,117.0,956,0.0,"Near Khorramabed, Iran",Iran Air Tours,EP-MBS,Tehran - Khorramabed,Crashed against the side of a mountain in heavy fog in the Sefid Kouh mountain range while on approach to Khorramabad. The plane was totally destroyed and scattered in small pieces across the mountain. Pilot error.,07:50,Tupolev TU-154
10.0,4342610,1013760000,1.0,,0.0,"Monrovia, Liberia",Tiramavia,ER-ADL,,The cargo plane crashed while attempting to make an emergency landing.,06:08,Antonov 12BP
20.0,ZR726001,1014278400,17.0,-,0.0,"Lakhta, Russia",Military - Russian Navy,07RED,Sanofov - Lakhta,"The plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway.",20:44,Antonov AN-26
10.0,M-3719,1014364800,10.0,-,0.0,"Off Dumaguete, Philippines",Military - U.S. Army,92-0471,Basilan - Mactan Island,"A helicopter ferrying U.S. troops in a counter-terrorism exercise, crashed into the sea, 30 minutes before its scheduled arrival at Mactan Island. The helicopter was flying in tandem with another U.S. Army Chinook when it crashed.",02:30,MH-47 Chinook helicopter
3.0,1G137-53,1015660800,3.0,2801,0.0,"Monte Rotondo, Italy",Svedijos Prekés,LY-AVD,"Budapest, Hungary - Tunis, Tunisia","While en route the cargo plane impacted the side of a mountain at an altitude of 6,167 ft.  Pilot error. The crew did not conform to the VFR that required a track change to maintain the required flight parameters and/or a diversion to a suitable alternate airport.",13:40,Antonov 2TP
17.0,,1016092800,17.0,,0.0,"Near Placetas, Cuba",Charter - Aerotaxi,CU-T1020,Cienfuegos -- Cayo Coco,"While en-route, 35 minutes into the flight, the bi-plane crashed near Santa Clara. The plane was seen spinning out of control before it hit the ground. A strong gust of wind, possibly a small tornado, tore off the top part of the left wing.",16:30,Antonov AN-2
1.0,208B-0049,1016179200,1.0,,0.0,"Alma, Wisconsin",Priorty Air Charter,N228PA,Minneapolis - Detroit,"After encountering icing, the pilot of the cargo plane decided to divert to the nearest airport but continued to lose altitude until he crashed into trees. The pilot not removing the ice contamination from the airplane prior to departure and the pilot intentionally flying into known severe icing conditions, resulting in the aircraft not being able to maintain altitude/clearance from the terrain. Factors to the accident included the icing conditions and the trees encountered during the forced landing.",2:00,Cessna 208B Caravan I Super Cargomaster
4.0,912537,1016352000,4.0,,0.0,"Off Djibouti, Republiof Djibouti",Djibouti Airlines,J2-KBC,"Mogadishu, Somalia - Djibouti",The cargo plane crashed into the ocean while on approach to Runway 27.,8:02,Let 410UVP-E
4.0,3152,1017648000,4.0,,0.0,"Near Cairns, QLD, Australia",Air Taxi,VH-UJB,Cairns - Hicks Island,"Crashed into low terrain while en route. Why the pilot continued flight into marginal weather conditions at an altitude that was insufficient to ensure terrain clearance, could not be established.",07:25,Shrike Commander 500S
2.0,AC-620,1018594800,2.0,306,0.0,"Palma de Mallorca, Spain",Tadair,EC-GKR,Madrid - Palma de Mallorca,The cargo plane crashed into lights near the runway threshold while attempting to land on Runway 24L.,04:07,Swearingen SA.227AC Metro III
166.0,23308/127,1018854000,128.0,129,0.0,"Busan, South Korea",Air China,B-2552,Beijing - Busan,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. Operational errors by the crew. Lack of pilot experience in landing in adverse weather conditions. First Air China fatal accident.",11:23,Boeing B-767-200ER
6.0,U2060610,1019113200,6.0,,0.0,"Near Sweers Island, QLD, Australia",Air taxi,VH-XGR,Mornington Island - Normanton,Crashed while en route. The pilot's limited experience in instrument flight conditions may have been insufficient to prevent a loss of aircraft control when he inadvertently entered an area of low visibility in the Sweers Island area.,09:30,Cessna U206A
8.0,2508,1019199600,3.0,,0.0,"Popayán, Colombia",SELVA Colombia,HK-4171X,Medellín - Popayán,"The plane was being used by the Penitentiary and Prison National Institute, Inpec, to fly prisoners from Medellín to Popayán. The aircraft had just finished flying 50 prisoners to Popayán when it took off from Popayán to pick up more prisoners. The aircraft nosed into the ground shortly after becoming airborne.",09:15,Antonov AN-32A
6.0,T20603622,1019631600,6.0,-,0.0,"Near Olancho, Honduras",Private,N7344N,,"The aircraft crashed in the El Urracal mountains, 12 miles from the runway were it took off at El Aguacate Air Force base. The wreckage of the airplane was in a box canyon on the east side of the 45-degree sloping terrain at an elevation of 3,500 feet. Those aboard were surveying the Patruca jungle on a conservation project. Among those killed were three mayors from cities in the region. Observers on the ground reported the plane was on fire before it crashed.",13:00,Cessna 206G
20.0,,1019977200,8.0,,0.0,"Near Abakan, Russia",Private,,,"The helicopter struck power lines and crashed in near-zero visibility. Governor of Krasnoyarsk territory, Alexander Lebed, 52, was among those killed. 'Power line, power line!' were the last words of the pilot. Thick fog concealing a frost-covered power line led to the helicopter crash.",06:15,Mi-8 helicopter
77.0,266,1020495600,74.0,4226,75.0,"Kano, Nigeria",EAS Airlines (Executive Airline Services),5N-ESF,Abuja - Jos - Kano - Lagos,"The aircraft crashed into houses, two mosques and a school in the densely populated neighborhood of Gwammaja, approximately  1.2 miles from Kano International Airport, shortly after taking off. There were reports of an engine failure and  fire during the takeoff.",13:30,BAC One-Eleven 525FT
62.0,25307/2135,1020754800,14.0,843,0.0,"Near Tunis, Tunisia",EgyptAir,SU-GBI,Cairo - Tunis,"The jet airliner crashed into a hillside, 4 miles from the Tunis-Carthage airport, as the pilot attempted to make a landing. The plane's landing gear had failed to open during the approach into Tunis-Carthage airport and the pilot had made another circuit before attempting a fresh landing when the plane crashed in heavy rain and high winds. The accident was attributed to the rough weather conditions and the pilot's inability to deal with the situation.",15:17,Boeing B-737-566
112.0,49522/17023,1020754800,112.0,6136,0.0,"Off Dalian, China",China Northern Airlines,B-2138,Beijing - Dalian,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire in the cabin. He had bought multiple insurance policies before boarding the flight.",21:32,McDonnell Douglas MD-82
5.0,851402,1021964400,5.0,,0.0,"Near Calabar, Nigeria",Sky Executive Air Services,9Q-CEX,Port Harcourt - Calabar,"The plane crashed approximately 12 miles from Calabar while attempting to land. All passengers departed at Port Harcourt and only a crew of 5 was aboard. The premature departure of the plane from the normal minimum safe altitude of 2,500 ft. without air trafficontroller's clearance until it flew into the terrain. Other contributing factors were the emergence of electrical problem on the aircraft at the commencement of the approach which might have distracted the  pilot  and unfavorable weather conditions of low ceiling and thunderstorms which impaired visibility at the critical time of descent.",19:30,LET 410UVP
225.0,21843/386,1022310000,225.0,611,0.0,"Off Penghu Island, Taiwan",China Airlines (Taiwan),B-18255,Taipei - Hong Kong,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure.",15:29,Boeing B-747-209B
6.0,458,1022310000,6.0,,0.0,"Near Nabire, Indonesia",Trigana Air Service,PK-YPZ,Nabire - Enaotali,The aircraft crashed in thunderstorms and heavy rain while en route.,,de Havilland Canada DHC-6 Twin Otter 300
3.0,1782,1022914800,3.0,,0.0,"George, South Africa",Airquarius Aviation - Charter,ZS-OJU,Bloemfontein - George,"The private postal service plane crashed into the Outeniqua mountains, near Outeniqua Pass, after a missed approach to George Airport. The aircraft crashed as it circled for another landing attempting poor weather conditions. Former South African cricket captain, Hansie Cronje, 32, the only passenger aboard, was killed along with the crew. Pilot error. The pilot broke with procedure when trying to land the small cargo plane and failed to heed warnings that the aircraft was too near the ground.",06:45,Hawker Siddeley HS-748-372
25.0,,1023001200,20.0,,0.0,"Near Ndalatando, Angola",Military - Angolan Armed Forces,,Luanda - demobilization camp,The helicopter crashed in poor weather while on its way to a remote town for the symbolisurrender of arms held by Unita rebels. Two top ranking generals were among those killed in the crash.,,Mi-17
5.0,,1023174000,5.0,,0.0,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,PT-EPH,,"The plane tookoff and encountered heavy clouds all along the route.  Wreckage was found 42 miles from Oiapoque, in an Amazon forest. Poor weather conditions.",,Embraer 721C Sertanejo
8.0,31-7305093,1023778800,1.0,,0.0,"Winnipeg, Manitoba",Keystone Air Services Ltd. - Air Taxi,C-GPOW,Winnipeg Manitoba,"While on a second approach, the pilot radioed a mayday saying that both his engines had failed.  The aircraft landed at an intersection striking a vehicle. Fuel starvation.",09:20,PA- 31-350 Chieftain
10.0,5041,1023865200,3.0,,0.0,"Near Gardez, Afghanistan",Military - U.S. Air Force,84-0475,,While participating in a night mission to remove U.S. Special Forces troops the plane crashed 2.5 miles from the airstrip. Overloaded. The excessive cargo weight loaded on the aircraft at the Band E Sardeh Dam landing zone.,21:24,Lockheed MC-130H Hercules
71.0,1006 / 24635/258,1025506800,71.0,2927 / 611,0.0,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,RA85816/A9C-DHL,Moscow-Munich-Barcelona / Bahrain/Brussels,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air trafficontroller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air trafficontroller was telling the Tupolev's pilots to descend. The air trafficontroller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident.",23:36,Tupolev TU-154M / Boeing B-757-23APF
2.0,310I0145,1025766000,2.0,-,2.0,"San Dimas, California",Private,N8145M,,"The aircraft lost power while taking off from Bracket Airport and crashed into picnickers on the shoreline of Puddingstone Lake in Bonelli Park. The plane was observed in a left bank, traveling approximately 30 feet above and parallel to the shoreline, before impacting two trees in a picniarea. Witnesses reported that they did not hear the engines running. The pilot made 3 consecutive mayday calls during the initial climb-out from runway 26L, however, the pilot did not indicate the nature of the emergency.  Two children on the ground were killed. Fifteen others were injured. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, and subsequent collision with terrain. A contributing factor was the pilot's impairment from the effects of prescription painkilling drugs.",12:30,Cessna 310
27.0,19335,1025766000,25.0,,0.0,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,9XR-IS,"N'Djamena, Chad - Brazzaville, Congo",The aircraft crashed 2 miles short of the runway into the Guitangola neighborhood of Bangui. The plane was bound for Brazzaville but diverted to Bangui because of mechanical problems. Two survived but succumbed to their injuries.,11:15,Boeing B-707-123B
4.0,903,1026457200,4.0,,0.0,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC",N3129F,"Lake Hood, AK - Iliamna, AK","The commercial pilot of the float-equipped airplane was transporting passengers to a lodge at a remote lake. When the airplane did not arrive at the lake, a search was initiated, and two days later the wreckage of the airplane was located on the side of a box canyon about the 2,400 foot elevation level. The pilot's failure to maintain clearance from terrain while maneuvering inside a box/blind canyon, resulting in an in-flight collision with terrain. A factor contributing to the accident was the box/blind canyon.",11:45,de Havilland DHC-2
10.0,860,1026802800,10.0,,0.0,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,PK-TAR,Tarakan - Krayan,"Air trafficontrol lost contact with the aircraft 15 minutes before it was scheduled to land. The wreckage was found atop a 5,300 ft. mountain, surrounded by thick jungle, 5 miles from its destination.",,Britten-Norman BN-2A Islander
11.0,760100,1026802800,11.0,-,0.0,"Off Cromer, Norfork, England",Bristow Helicopters,G-BJVX,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,"The helicopter was ferrying workers from a gas rig to a oil platform in the North Sea when it crashed into the water at high speed, 28 miles northeast of Cromer. The helicopter was at a height of 320 ft. flying in a south-easterly heading when one of the rotor blades failed.  The accident was caused by a broken rotor blade, caused by fatigue, brought about by a lightning strike three years earlier.",19:45,Sikorsky S-76A
4.0,828,1026889200,4.0,,0.0,"Surkhet, Nepal",Skyline Airways,9N-AGF,Jumla - Surkhet,"The aircraft hit a tree and crashed into a hill, 6 miles north of Surkhet in poor weather conditions. Wreckage was strewn over a wide area.",14:22,de Havilland Canada DHC-6 Twin Otter 300
2.0,,1027753200,0.0,,85.0,"Lviv, Ukraine",Military - Ukraine Air Force,42,,The Su-76 was performing aerobatics when it crashed into crowd of spectators at an air show at Skniliv Airport in the Ukraine. The aircraft had just performed a steep turn when it appeared to tumble and enter a steep dive from which it failed to recover. The two pilots parachuted to safety.  Pilot error. The pilots ignored their flight plans and performed untried and complicated maneuvers which led to a loss of control. Both received a jail sentence of 14 years.,12:45,Sukhoi Su-27
16.0,51483203027,1027839600,14.0,,0.0,"Moscow, Russia",Pulkovo Aviation Enterprise,RA-86060,Moscow - St. Petersburgh,"A Russian passenger airliner on a training flight crashed shortly after takeoff from Moscow's Sheremetyevo Airport. After reaching an altitude of about 600 ft., the plane banked hard left, hit the ground and exploded. Sixteen of 18 crewmembers aboard were killed. Two flight attendants survived. Investigation revealed that the stabilizer spontaneously shifted to the full down position two seconds after takeoff. Six seconds after the shift, the captain tried to compensate by thrusting the control stick forward as far as possible, but was unable to regain control of the aircraft.",15:25,Iluyshin Il-86
10.0,5265,1028703600,10.0,-,0.0,"Caguas, Puerto Rico",Military - U.S. Air Force,90-0161,Roosevelt Roads NS - Borinquen NGB,"The military plane crashed into a mountain top, approximately 10 miles south of San Juan, Puerto Rico, in rough terrain, while performing low-level training exercises. Witnesses reported the aircraft was flying low and hit some trees before crashing into a ravine, bursting into flames and disintegrating. There was rain and fog at the time of the accident.",22:00,Lockheed MC-130H Hercules
5.0,070802,1029394800,5.0,,0.0,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,CR-873,,"The military plane developed engine trouble while en route, tried to return to the airport but crashed into a paddy field and was destroyed.",12:35,Yunshuji Y-8D
147.0,,1029740400,121.0,,0.0,"Khankala, Chechnya",Military - Russian Air Force,89RED,,"The Russian transport helicopter, carrying troops, crashed at Russian military headquarter near the capital city of Grozny. Reporting an engine fire, the pilot attempted to make an emergency landing when the helicopter fell from a height of 660 feet and missed the tarmaby 990 feet, crashed and caught fire.  The helicopter was shot down by Chechen guerillas with a shoulder-launched heat-seeking anti-aircraft missile. The missile destroyed the helicopter's right engine and starting a fire on board. The left engine stopped at the same time. The entire hydraulicontrol system, including the system used to open the rear door was not working, as burning fuel gushed into the cabin trapping people inside. This is the worst helicopter disaster in aviation history.",,Mil Mi-26
18.0,726,1029999600,18.0,,0.0,"Pokhara, Nepal",Shangri La Air,9N-AFR,Jomsom - Pokhara,The plane crashed into a hill 3 miles southeast of Pokhara Airport while on approach. The plane broke into several pieces and bodies and wreckage was scattered over a small area. There was poor weather in the area at the time of the accident.,09:41,de Havilland Canada DHC-6-300 Twin Otter
16.0,1A-J008-19,1030604400,16.0,,0.0,"Near Ayan, Russia",Vostok Aviakompania,RA-28932,Khabarovsk - Ayan,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar.,11:58,Antonov AN-28
5.0,25-073,1030690800,1.0,,0.0,"Lexington, Kentucky",Care Flight International,N45CP,"Marco, Fl - Lexington, KY","While attempting to land the air ambulance, the thrust reverser deployed lights did not illuminate, so the captain stowed the thrust reverse levers and activated them again with the same result. The captain then released and reapplied the brakes with no effect. The airplane then overran the runway and the right wing struck the ILS antennas and lighting. The plane came to rest and burst into flames. The captain's addition of forward thrust during the landing rollout, which resulted in a lack of braking effectiveness and a subsequent runway overrun. A factor was the captain's inability to deploy the thrust reversers for undetermined reasons.",13:08,Learjet 25C
31.0,120043,1030690800,23.0,,0.0,"Rio Branco, Brazil",Rico Taxi Aéreo,PT-WRQ,Cruzeiro do Sul - Tarauaca - Rio Branco,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.,18:30,Embraer 120ER Brasilia
3.0,650-0221,1030950000,3.0,,0.0,"Near Xichang, China",CAAC Air TraffiManagement Bureau,B-7023,Survey,"The survey flight to check out the ILS on Runway 36 the plane circled for another approach and collided with a slope of a mountain at an altitude off 2,500 meters which was shrouded in clouds.",,Cessna 650 Citation VI
2.0,34-8233048,1031122800,2.0,,0.0,"High Prarie, Alberta, Canada",Airco Charters - Air Taxi,C-FRKZ,"Edmond, Alberta - High Prarie, Alberta","Crashed into a densly wooded area 7nm from its destination. For undetermined reasons, the aircraft descended below the minimum safe altitude as prescribed on the NDB 25 approach for High Prairie and struck the terrain.",09:00,PA-34-220T Seneca III
6.0,CU20606136,1031900400,6.0,,0.0,"Pucallpa, Peru",Aero Pantanal - Air Taxi,OB-1226,,"Shortly after taking off, the pilot radioed a distress call saying he was losing altitude and was returning to the airport. Shortly thereafter, the plane crashed in a wooded area.",13:41,Cessna U206G
2.0,026,1031986800,2.0,,0.0,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,PT-MTS,Guarulhos - Londrina,"One hour after the takeoff , the the plane  disappeared of  Curitiba  ATC. The wreckage was found on a farm, around a crater. Unknown cause.",,ATR 42-300
4.0,279,1033196400,3.0,,0.0,"Near Natashquan, Quebec, Canada",Deraps Aviation,C-FLGA,Lake de l'Avion - Agunish River,"The hunting charter crashed inverted in a forest while attempting to land at Agunish River. Because of the geographiand weather conditions, the pilot probably had trouble judging his horizontal and vertical distance with respect to the mountain, and the aircraft crashed.",11:35,de Havilland Canada DHC-3 Otter
12.0,IL38002/IL38004,1033455600,12.0,,5.0,"Vasco, India",Military - Indian Navy,IN302 / IN304,Military exercises,"The two Navy aircraft flying in formation in a military flyby, crashed, after their wings collided. One plane crashed into a house under construction while the other crashed onto a field next to a highway. Six crew members on each plane were killed along with 5 on the ground.",,Ilyushin IL-38 / Ilyushin IL-38
5.0,60-242,1033974000,1.0,,0.0,"Santa Cruz do Sul, Brazil",American Virginia,N5027Q,,"The crew was not able to stop the plane on the rain-slick runway, overran the runway and collided with an obstacle.",09:10,Learjet 60
1.0,208B-0775,1035356400,1.0,282,0.0,"Spanish Fort, Alabama",Mid-AtlantiFreight,N76U,Mobile - Mongomery,"While en route the pilot of the cargo plane radioed was in an uncontrolled descent. The plane impacted the water in Big Bateau Bay. The pilot's spatial disorientation, which resulted in loss of airplane control. Contributing to the accident was the night instrument meteorological conditions with variable cloud layers",19:45,Cessna 208B Cargomaster I
8.0,B-245,1035529200,8.0,-,0.0,"Eveleth, Minnesota",Aviation Charter - Air Taxi,N41BE,St. Paul - Eveleth,"The private charter flight crashed and burned in a wooded area 2 miles from Eveleth-Virginia Municipal Airport where it was scheduled to land. Weather was visibility 2 miles in freezing rain. Light snow and light fog. Minnesota Senator Paul Wellstone, 58, killed, along with his wife, daughter, three staff members and a crew of two. During the later stages of the approach, the flight crew failed to monitor the airplane's airspeed and allowed it to decrease to a dangerously low level and to remain below the recommended approach airspeed for about 50 seconds. The flight crew failed to recognize that a stall was imminent and allowed the airplane to enter a stall from which they did not recover. The  inadequate  airspeed  or  the  full  course deviation indicator needle deflection should have prompted the flight crew to execute a go-around; however, they failed to do so.",10:22,Beechcraft King Air A100
22.0,20221,1036569600,20.0,9642/2420,0.0,"Near Niederanven, Luxembourg",Luxair,LX-LGB,"Berlin, Germany - Luxembourg",The plane crashed 6 miles short of the runway at Findel Airport while attempting to land in heavy fog.  Indications are that the aircraft lost all power in both engines before crashing and catching fire.,10:10,Fokker 50
10.0,697,1036656000,7.0,,0.0,"Tarakan, Indonesia",Dirgantara Air Services,PK-VIZ,Tarakan - Long Bawan,"Two minutes after taking off, the aircraft went down in a swamp, about 1 mile from Juwata airport. The pilot radioed he was returning to the airport because of an engine failure.",10:27,Britten-Norman BN-2A-21
2.0,384,1036742400,2.0,,0.0,"Taos, New Mexico",Richmor Aviation,N61RS,"Las Vegas, NV - Taos, NM","While on a positioning flight the plane entered an uncontrolled descent and crashed. The pilot's inadvertent flight into mountain wave weather conditions while IMC, resulting in a loss of aircraft control.",14:58,IAI 1124A Westwind
34.0,10571,1037001600,19.0,585,0.0,"Manila, Philippines",Laoag International Airlines,RP-C6888,Manila - Laoag,The plane experienced failure of the left engine shortly after taking off from Ninoy Aquino airport. The pilot declared and emergency and the aircraft ditched into Manila Bay and breaking up about one-half mile offshore. Fuel starvation. Failure of the pilot and co-pilot to check the fuel valve and failure to observe safety standards and measures.  Poor management and maintenance procedures.,06:09,Fokker F27 Friendship 100
20.0,871812,1038470400,1.0,-,0.0,"Masai Mara Game Reserve, Kenya",Eagle Aviation,5Y-ONT,Ol Kiombo - Mombasa,The plane crashed after developing engine trouble while flying from one airstrip to another in the Masai Mara National Reserve. The copilot was the only fatality.,14:15,Let 410UVP-E20
3.0,1990,1039420800,3.0,,0.0,"Mena, Arkansas",Raytheon Aircraft,N127YV,"Wichita, KS - Mena, AR",Crashed into a mountain while attempting to land. In-flight collision with terrain due to the pilot's failure to maintain clearance and altitude above rapidly rising terrain while on a VFR approach. Contributing factors were the obscuration of the terrain due to clouds.,11:41,Beechcraft 1900C
8.0,140,1039766400,8.0,,0.0,"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,P2-CBB,Gohu - Madang,The aircraft flew into the side of a cliff during it's inaugural flight from Gohu Airstrip in the Finisterre Mountains.,,Britten-Norman BN-2A-26 Islander
1.0,208B-0143,1040112000,1.0,1627,0.0,"Rockford, Illinois",Planemasters,N277PM,Decatur - Rockford,"While attempting to land, the cargo plane struck trees and crashed into a field. The pilot's failure to maintain control of the airplane during the ILS approach. Factors associated with the accident were the low ceilings, high winds, crosswind, and wind shear conditions that existed.",22:51,Cessna 208B Caravan I Super Cargomaster
2.0,322,1040457600,2.0,,0.0,"Off Pachao Tao, Taiwan",Transasia Airways,B-22708,Taipei - Macau,"While en route the stall warning sounded, the crew of the cargo plane disconnected the autopilot and the plane began to descend until it impacted the ocean.",01:52,Aérospatiale/Aeritalia ATR-72-202
44.0,0204,1040630400,44.0,2137,0.0,"Near Isfanan, Iran",Aeromist-Kharkiv,UR-14003,"Kharkiv, Ukraine - Trabzon, Turkey - Isfanan, Iran","The Ukrainian passenger plane,  crashed in a mountainous area  70 km from Isfanan, after losing contact with ground controllers as it prepared to land. Improper use of the Global Positioning System by the pilot.",19:30,Antonov AN-140
1.0,208B-0392,1040803200,1.0,,0.0,"Off Manteo, North Carolina",Telford Aviation,N1122Y,Elizabeth City - Manteo,"On a positioning flight, while on approach, the plane crashed into Croatan Sound. The pilot's continued descent below the minimum descent altitude, for undetermined reasons, while performing a NDB approach, resulting in the airplane crashing into water 1.5 miles from the airport. A factor in the accident was a cloud ceiling below the minimum descent altitude and low visibility.",01:00,Cessna 208B Caravan I
16.0,174,1040889600,3.0,,0.0,"Curitiba, Brazil",Military - Brazilian Air Force,FAB-2292,Sao Paulo - Porto Alegre,The plane diverted from it's original route to make an emergency landing at Curitiba after experiencing engine trouble and crashed 3.5km short of the runway.,11:20,Embraer-110 C-95B Bandeirante
